('古い石版', 0.0012657582059147619)
('砕けた石材', 0.0012657582059147619)
('古代の石柱', 0.0012657582059147619)
('くすぶる鍛石', 0.0012657582059147619)
('ファーデンライト', 0.0012657582059147619)
('夜水晶', 0.0012657582059147619)
('輝く原石', 0.0012657582059147619)
('銀霊結晶', 0.0012657582059147619)
('精霊結晶', 0.0012657582059147619)
('魔鳥の羽', 0.0012657582059147619)
('丈夫な骨', 0.0012657582059147619)
('島魚のヒレ', 0.0012657582059147619)
('ケモノの毛皮', 0.0012657582059147619)
('アカツキの毛皮', 0.0012657582059147619)
('粘銀の糸', 0.0012657582059147619)
('粘金の鋼糸', 0.0012657582059147619)
('竜のウロコ', 0.0012657582059147619)
('井戸水', 0.0012657582059147619)
('おいしい水', 0.0012657582059147619)
('キルヘンミルク', 0.0012657582059147619)
('夜光水', 0.0012657582059147619)
('ニトロ水', 0.0012657582059147619)
('妖しい液体', 0.0012657582059147619)
('プニの体液', 0.0012657582059147619)
('虹プニの体液', 0.0012657582059147619)
('竜の血晶', 0.0012657582059147619)
('聖水', 0.0012657582059147619)
('プニプニ玉', 0.0012657582059147619)
('黄金のプニプニ玉', 0.0012657582059147619)
('うに', 0.0012657582059147619)
('赤うに', 0.0012657582059147619)
('ラーメル麦', 0.0012657582059147619)
('ヴァイツェ粉', 0.0012657582059147619)
('土いも', 0.0012657582059147619)
('銀いも', 0.0012657582059147619)
('ハチの巣', 0.0012657582059147619)
('正体不明のタマゴ', 0.0012657582059147619)
('きまぐれいちご', 0.0012657582059147619)
('はじけるベリー', 0.0012657582059147619)
('破れた紙片', 0.0012657582059147619)
('自然油', 0.0012657582059147619)
('ザフロア油', 0.0012657582059147619)
('教会のお札', 0.0012657582059147619)
('高級なお札', 0.0012657582059147619)
('敬虔な信者用お札', 0.0012657582059147619)
('きれいな貝殻', 0.0012657582059147619)
('ペルレムシェル', 0.0012657582059147619)
('蒼剛石', 0.0012657582059147619)
('星の粉', 0.0012657582059147619)
('太陽の粉', 0.0012657582059147619)
('水晶のかけら', 0.0012657582059147619)
('虹色の水晶片', 0.0012657582059147619)
('ペンデローク', 0.0012657582059147619)
('ペンデグリュン', 0.0012657582059147619)
('邪な核石', 0.0012657582059147619)
('竜核', 0.0012657582059147619)
('忘れ去られた霊樹', 0.0012657582059147619)
('忘れ去られた宝石', 0.0012657582059147619)
('忘れ去られた鉱物', 0.0012657582059147619)
('忘れ去られた部品', 0.0012657582059147619)
('出来損ないの欠片', 0.0012657582059147619)
('焦げた欠片', 0.0012657582059147619)
('臭う欠片', 0.0012657582059147619)
('綺麗な欠片', 0.0012657582059147619)
('朧草の花弁', 0.0012657582059147619)
('久遠の竜鱗', 0.0012657582059147619)
('魔力を秘めたページ', 0.0012657582059147619)
('破れた魔道書', 0.0012657582059147619)
('未知なる知の欠片', 0.0012657582059147619)
('封じられた知の欠片', 0.0012657582059147619)
('魂結いの石', 0.0012657582059147619)
('うるおい草', 0.0012657582059147619)
