('銀霊結晶', 0.0009514324422296701)
('精霊結晶', 0.0009514324422296701)
('魔鳥の羽', 0.0009514324422296701)
('丈夫な骨', 0.0009514324422296701)
('島魚のヒレ', 0.0009514324422296701)
('ケモノの毛皮', 0.0009514324422296701)
('アカツキの毛皮', 0.0009514324422296701)
('粘銀の糸', 0.0009514324422296701)
('粘金の鋼糸', 0.0009514324422296701)
('竜のウロコ', 0.0009514324422296701)
('井戸水', 0.0009514324422296701)
('おいしい水', 0.0009514324422296701)
('キルヘンミルク', 0.0009514324422296701)
('夜光水', 0.0009514324422296701)
('ニトロ水', 0.0009514324422296701)
('妖しい液体', 0.0009514324422296701)
('プニの体液', 0.0009514324422296701)
('虹プニの体液', 0.0009514324422296701)
('竜の血晶', 0.0009514324422296701)
('聖水', 0.0009514324422296701)
('プニプニ玉', 0.0009514324422296701)
('黄金のプニプニ玉', 0.0009514324422296701)
('うに', 0.0009514324422296701)
('赤うに', 0.0009514324422296701)
('ラーメル麦', 0.0009514324422296701)
('ヴァイツェ粉', 0.0009514324422296701)
('土いも', 0.0009514324422296701)
('銀いも', 0.0009514324422296701)
('ハチの巣', 0.0009514324422296701)
('正体不明のタマゴ', 0.0009514324422296701)
('きまぐれいちご', 0.0009514324422296701)
('はじけるベリー', 0.0009514324422296701)
('破れた紙片', 0.0009514324422296701)
('自然油', 0.0009514324422296701)
('ザフロア油', 0.0009514324422296701)
('教会のお札', 0.0009514324422296701)
('高級なお札', 0.0009514324422296701)
('敬虔な信者用お札', 0.0009514324422296701)
('きれいな貝殻', 0.0009514324422296701)
('ペルレムシェル', 0.0009514324422296701)
('蒼剛石', 0.0009514324422296701)
('星の粉', 0.0009514324422296701)
('太陽の粉', 0.0009514324422296701)
('水晶のかけら', 0.0009514324422296701)
('虹色の水晶片', 0.0009514324422296701)
('ペンデローク', 0.0009514324422296701)
('ペンデグリュン', 0.0009514324422296701)
('邪な核石', 0.0009514324422296701)
('竜核', 0.0009514324422296701)
('忘れ去られた霊樹', 0.0009514324422296701)
('忘れ去られた宝石', 0.0009514324422296701)
('忘れ去られた鉱物', 0.0009514324422296701)
('忘れ去られた部品', 0.0009514324422296701)
('出来損ないの欠片', 0.0009514324422296701)
('焦げた欠片', 0.0009514324422296701)
('臭う欠片', 0.0009514324422296701)
('綺麗な欠片', 0.0009514324422296701)
('朧草の花弁', 0.0009514324422296701)
('久遠の竜鱗', 0.0009514324422296701)
('魔力を秘めたページ', 0.0009514324422296701)
('破れた魔道書', 0.0009514324422296701)
('未知なる知の欠片', 0.0009514324422296701)
('封じられた知の欠片', 0.0009514324422296701)
('魂結いの石', 0.0009514324422296701)
('うるおい草', 0.0009514324422296701)
